Filename,Original,Translate
trad_divina_commedia_inferno_3_17.csv,"E quando noi a lei venuti semo,","E quando arrivammo alla bestia,"
trad_divina_commedia_inferno_3_17.csv,poco pi  oltre veggio in su la rena,Vedo gente seduta sulla sabbia.
trad_divina_commedia_inferno_3_17.csv,gente seder propinqua al loco scemo.,"una breve via d uscita, vicino a dove cade."
trad_divina_commedia_inferno_3_17.csv,Quivi  l maestro  Acci  che tutta piena,Allora il padrone mi disse   Cos  che nulla
trad_divina_commedia_inferno_3_17.csv,"esper enza d esto giron porti ,","in questo cerchio sfuggire alla vostra comprensione,"
trad_divina_commedia_inferno_3_17.csv,"mi disse,  va, e vedi la lor mena.",vai ad esaminare le loro condizioni.
trad_divina_commedia_inferno_3_17.csv,Li tuoi ragionamenti sian l  corti ,Lascia che il tuo discorso sia breve.
trad_divina_commedia_inferno_3_17.csv,"mentre che torni, parler  con questa,","Mentre sei via, chieder  alla bestia"
trad_divina_commedia_inferno_3_17.csv,che ne conceda i suoi omeri forti .,di prestarci le sue spalle forti. 
trad_divina_commedia_inferno_3_17.csv,Cos  ancor su per la strema testa,"Cos , sul bordo del settimo cerchio,"
trad_divina_commedia_inferno_3_17.csv,di quel settimo cerchio tutto solo,"ancora pi  lontano, sono andato da solo"
trad_divina_commedia_inferno_3_17.csv,"andai, dove sedea la gente mesta.",dove erano sedute le anime abbattute.
trad_divina_commedia_inferno_3_17.csv,Per li occhi fora scoppiava lor duolo ,Il loro dolore   venuto scoppiato dai loro occhi.
trad_divina_commedia_inferno_3_17.csv,"di qua, di l  soccorrien con le mani","Con le mani inquiete cercarono sollievo,"
trad_divina_commedia_inferno_3_17.csv,"quando a  vapori, e quando al caldo suolo ",ora dalla fiamma e ora dalla sabbia bruciante.
trad_divina_commedia_inferno_3_17.csv,non altrimenti fan di state i cani,"Non altrimenti i cani in estate si stuzzicano e graffiano,"
trad_divina_commedia_inferno_3_17.csv,"or col ceffo or col pi , quando son morsi","ora con la museruola, ora con la zampa,"
trad_divina_commedia_inferno_3_17.csv,o da pulci o da mosche o da tafani.,quando mosche o pulci o morsi di mosche.
trad_divina_commedia_inferno_3_17.csv,"Poi che nel viso a certi li occhi porsi,",Anche se ho perquisito alcuni volti
trad_divina_commedia_inferno_3_17.csv,"ne  quali  l doloroso foco casca,","di coloro sui quali scende il fuoco doloroso,"
trad_divina_commedia_inferno_3_17.csv,non ne conobbi alcun  ma io m accorsi,"Non ne conoscevo uno, ma potevo vedere"
trad_divina_commedia_inferno_3_17.csv,che dal collo a ciascun pendea una tasca,le buste appese al collo
trad_divina_commedia_inferno_3_17.csv,"ch avea certo colore e certo segno,","erano colori diversi, ciascuno con il suo stemma."
trad_divina_commedia_inferno_3_17.csv,e quindi par che  l loro occhio si pasca.,Su questi sembravano festeggiare i loro occhi.
trad_divina_commedia_inferno_3_17.csv,"E com io riguardando tra lor vegno,","E quando venni in mezzo a loro e guardai pi  da vicino,"
trad_divina_commedia_inferno_3_17.csv,in una borsa gialla vidi azzurro,su una borsa gialla che potevo pomiciare
trad_divina_commedia_inferno_3_17.csv,che d un leone avea faccia e contegno.,il volto e la forma di un leone in blu.
trad_divina_commedia_inferno_3_17.csv,"Poi, procedendo di mio sguardo il curro,","Poi, pi  in l , il mio sguardo vagante"
trad_divina_commedia_inferno_3_17.csv,"vidine un altra come sangue rossa,","ha fatto fuori un altra cresta, sangue rosso,"
trad_divina_commedia_inferno_3_17.csv,mostrando un oca bianca pi  che burro.,segnato da un oca pi  bianca del burro.
trad_divina_commedia_inferno_3_17.csv,E un che d una scrofa azzurra e grossa,"E uno, che aveva una scrofa incinta, in azzurro,"
trad_divina_commedia_inferno_3_17.csv,"segnato avea lo suo sacchetto bianco,","goffrato sul suo portafoglio bianco, mi disse "
trad_divina_commedia_inferno_3_17.csv,mi disse   Che fai tu in questa fossa?,Che ci fai in questo fosso?
trad_divina_commedia_inferno_3_17.csv,"Or te ne va  e perch  se  vivo anco,","Aspetta, visto che sei ancora vivo..."
trad_divina_commedia_inferno_3_17.csv,sappi che  l mio vicin Vital ano,Sappiate che il mio vicino Vitaliano
trad_divina_commedia_inferno_3_17.csv,seder  qui dal mio sinistro fianco.,sar  presto seduto alla mia sinistra.
trad_divina_commedia_inferno_3_17.csv,Con questi Fiorentin son padoano ,"Tra questi fiorentini, vengo da Padova."
trad_divina_commedia_inferno_3_17.csv,spesse f ate mi  ntronan li orecchi,Molte volte mi assordano con le urla 
trad_divina_commedia_inferno_3_17.csv,"gridando   Vegna  l cavalier sovrano,"," Possa il cavaliere sovrano venire presto,"
trad_divina_commedia_inferno_3_17.csv,che recher  la tasca con tre becchi!  ., Chi porta la busta con tre capre sopra! 
trad_divina_commedia_inferno_3_17.csv,Qui distorse la bocca e di fuor trasse,Poi ha girato la bocca e ha tirato fuori la lingua
trad_divina_commedia_inferno_3_17.csv,"la lingua, come bue che  l naso lecchi.",come un bue che gli lecca il naso.
trad_divina_commedia_inferno_3_17.csv,"E io, temendo no  l pi  star crucciasse","E io, temendo che il mio ritardo potesse arrabbiarlo"
trad_divina_commedia_inferno_3_17.csv,"lui che di poco star m avea  mmonito,","che mi aveva avvertito di tenere il mio soggiorno breve,"
trad_divina_commedia_inferno_3_17.csv,torna mi in dietro da l anime lasse.,Volt  le spalle e lasci  quelle anime stanche.
trad_divina_commedia_inferno_3_17.csv,Trova  il duca mio ch era salito,Ho trovato il mio capo montato
trad_divina_commedia_inferno_3_17.csv,"gi  su la groppa del fiero animale,",sulle spalle della bestia selvaggia.
trad_divina_commedia_inferno_3_17.csv,e disse a me   Or sie forte e ardito.,Mi disse   Sii forte e risoluto.
trad_divina_commedia_inferno_3_17.csv,Omai si scende per s  fatte scale ,Da qui in poi scendiamo scale come queste.
trad_divina_commedia_inferno_3_17.csv,"monta dinanzi, ch i  voglio esser mezzo,",Tu monta di fronte e io prender  il centro
trad_divina_commedia_inferno_3_17.csv,s  che la coda non possa far male .,perch  la coda non faccia del male. 
trad_divina_commedia_inferno_3_17.csv,Qual   colui che s  presso ha  l riprezzo,"Come un uomo in un atmosfera tremenda di febbre quartana,"
trad_divina_commedia_inferno_3_17.csv,"de la quartana, c ha gi  l unghie smorte,","cos  malato le sue unghie hanno perso tutto il colore,"
trad_divina_commedia_inferno_3_17.csv,"e triema tutto pur guardando  l rezzo,","trema dappertutto alla vista dell ombra,"
trad_divina_commedia_inferno_3_17.csv,tal divenn io a le parole porte ,Cosi  come sono rimasto colpito dalle sue parole.
trad_divina_commedia_inferno_3_17.csv,"ma vergogna mi f  le sue minacce,","rimproverato dalla vergogna, che, in presenza"
trad_divina_commedia_inferno_3_17.csv,che innanzi a buon segnor fa servo forte.,"di un degno padrone, rende audace un servo,"
trad_divina_commedia_inferno_3_17.csv,I  m assettai in su quelle spallacce ,Ho montato su quelle spalle enormi e brutte.
trad_divina_commedia_inferno_3_17.csv,"s  volli dir, ma la voce non venne",Volevo dire    anche se la mia voce non   venuta fuori
trad_divina_commedia_inferno_3_17.csv,com io credetti   Fa che tu m abbracce .,come intendevo     Assicuratevi di tenermi forte! 
trad_divina_commedia_inferno_3_17.csv,"Ma esso, ch altra volta mi sovvenne","Ma colui che mi aveva aiutato molte volte prima,"
trad_divina_commedia_inferno_3_17.csv,"ad altro forse, tosto ch i  montai","in altri pericoli, mi ha stretto tra le sue braccia"
trad_divina_commedia_inferno_3_17.csv,con le braccia m avvinse e mi sostenne ,"e mi steaded appena sono stato montato,"
trad_divina_commedia_inferno_3_17.csv,"e disse   Ger on, moviti omai ","e disse   Gerione, vattene ora. Lascia che i tuoi cerchi"
trad_divina_commedia_inferno_3_17.csv,"le rote larghe, e lo scender sia poco ",essere largo e il vostro lento discendente.
trad_divina_commedia_inferno_3_17.csv,pensa la nova soma che tu hai .,Tenete a mente il vostro peso non abituale. 
trad_divina_commedia_inferno_3_17.csv,Come la navicella esce di loco,"Come una corteccia indietro lentamente dal suo ormeggio,"
trad_divina_commedia_inferno_3_17.csv,"in dietro in dietro, s  quindi si tolse ","cos  la bestia si allontan  dal cornicione,"
trad_divina_commedia_inferno_3_17.csv,"e poi ch al tutto si sent  a gioco,","e quando si sentiva alla deriva,"
trad_divina_commedia_inferno_3_17.csv,"l   v era  l petto, la coda rivolse,","volt  la coda verso dove il suo petto era stato e,"
trad_divina_commedia_inferno_3_17.csv,"e quella tesa, come anguilla, mosse,","l estensione, l ha fatta contorcersi come un anguilla,"
trad_divina_commedia_inferno_3_17.csv,e con le branche l aere a s  raccolse.,mentre con le sue zampe si raccoglieva nell aria.
trad_divina_commedia_inferno_3_17.csv,Maggior paura non credo che fosse,"Phaeton, credo, non sentiva paura pi  grande"
trad_divina_commedia_inferno_3_17.csv,"quando Fetonte abbandon  li freni,",quando ha liberato le redini e tutto il cielo
trad_divina_commedia_inferno_3_17.csv,"per che  l ciel, come pare ancor, si cosse ","era bruciato, come vediamo ancora,"
trad_divina_commedia_inferno_3_17.csv,n  quando Icaro misero le reni,n  miserabile Icaro quando sent  la cera sciolta
trad_divina_commedia_inferno_3_17.csv,"sent  spennar per la scaldata cera,",dimagrire le ali lungo la schiena
trad_divina_commedia_inferno_3_17.csv,"gridando il padre a lui  Mala via tieni! ,",e sent  suo padre gridare   Non in quel modo! 
trad_divina_commedia_inferno_3_17.csv,"che fu la mia, quando vidi ch i  era",che era il mio terrore quando vidi
trad_divina_commedia_inferno_3_17.csv,"ne l aere d ogne parte, e vidi spenta",aria ovunque intorno
trad_divina_commedia_inferno_3_17.csv,ogne veduta fuor che de la fera.,"e tutte le cose sono sparite dalla vista, eccetto la bestia."
trad_divina_commedia_inferno_3_17.csv,Ella sen va notando lenta lenta ,"Su di esso va, nuotando lentamente, lentamente"
trad_divina_commedia_inferno_3_17.csv,"rota e discende, ma non me n accorgo","ruotando, scendendo, ma mi sento solo"
trad_divina_commedia_inferno_3_17.csv,se non che al viso e di sotto mi venta.,il vento in faccia che soffia dal basso.
trad_divina_commedia_inferno_3_17.csv,Io sentia gi  da la man destra il gorgo,Ora alla nostra destra ho sentito l orrendo ruggito del torrente
trad_divina_commedia_inferno_3_17.csv,"far sotto noi un orribile scroscio,","sotto di noi, in modo che ho spinto la testa in avanti"
trad_divina_commedia_inferno_3_17.csv,per che con li occhi  n gi  la testa sporgo.,e osava guardare dall abisso.
trad_divina_commedia_inferno_3_17.csv,"Allor fu  io pi  timido a lo stoscio,","Poi avevo ancora piu  paura di essere abbandonato,"
trad_divina_commedia_inferno_3_17.csv,per  ch i  vidi fuochi e senti  pianti ,"perch  ho visto il fuoco e ho sentito gridare,"
trad_divina_commedia_inferno_3_17.csv,ond io tremando tutto mi raccoscio.,"e cos , tremando, mi tengo pi  stretto con le gambe."
trad_divina_commedia_inferno_3_17.csv,"E vidi poi, ch  nol vedea davanti,",E per la prima volta mi sono reso conto
trad_divina_commedia_inferno_3_17.csv,lo scendere e  l girar per li gran mali,della nostra discesa e della ruota quando vidi
trad_divina_commedia_inferno_3_17.csv,che s appressavan da diversi canti.,i tormenti che si avvicinano intorno a me.
trad_divina_commedia_inferno_3_17.csv,"Come  l falcon ch   stato assai su l ali,",Come il falco che e  stato a lungo sull ala...
trad_divina_commedia_inferno_3_17.csv,che sanza veder logoro o uccello,"e, senza vista di richiamo o di uccello"
trad_divina_commedia_inferno_3_17.csv,"fa dire al falconiere  Om , tu cali! ,","fa gridare al falconer   Oh, stai scendendo!    "
trad_divina_commedia_inferno_3_17.csv,"discende lasso onde si move isnello,","scende, stanco, con molte ruote,"
trad_divina_commedia_inferno_3_17.csv,"per cento rote, e da lunge si pone","dove si   messo in marcia e si accende,"
trad_divina_commedia_inferno_3_17.csv,"dal suo maestro, disdegnoso e fello ","arrabbiato e annebbiato, lontano dal suo padrone,"
trad_divina_commedia_inferno_3_17.csv,cos  ne puose al fondo Ger one,"Geryon ci mise in fondo,"
trad_divina_commedia_inferno_3_17.csv,"al pi  al pi  de la stagliata rocca,","ai piedi della scogliera frastagliata,"
trad_divina_commedia_inferno_3_17.csv,"e, discarcate le nostre persone,","e, sconvolto dalle nostre persone,"
trad_divina_commedia_inferno_3_17.csv,si dilegu  come da corda cocca.,Scomparsa come una freccia dalla corda.
trad_divina_commedia_inferno_3_18.csv,"Luogo   in inferno detto Malebolge,","C   un posto nell Inferno chiamato Malebolge,"
trad_divina_commedia_inferno_3_18.csv,"tutto di pietra di color ferrigno,","modellato interamente di pietra di colore ferro,"
trad_divina_commedia_inferno_3_18.csv,come la cerchia che dintorno il volge.,come la scarpata che la circonda.
trad_divina_commedia_inferno_3_18.csv,Nel dritto mezzo del campo maligno,Al centro di questo spazio maligno
trad_divina_commedia_inferno_3_18.csv,"vaneggia un pozzo assai largo e profondo,","l  sbadiglia una fossa, estremamente larga e profonda."
trad_divina_commedia_inferno_3_18.csv,di cui,Descriver  il suo piano a tempo debito.
trad_divina_commedia_inferno_3_18.csv,dicer  l ordigno.,Un sentiero che gira come una cintura intorno alla base
trad_divina_commedia_inferno_3_18.csv,Quel cinghio che rimane adunque   tondo,"di quella roccia alta corre intorno alla fossa,"
trad_divina_commedia_inferno_3_18.csv,"tra  l pozzo e  l pi  de l alta ripa dura,",i suoi lati che scendono in dieci fossi.
trad_divina_commedia_inferno_3_18.csv,e ha distinto in dieci valli il fondo.,Come dove fossati concentrici circondano un castello
trad_divina_commedia_inferno_3_18.csv,"Quale, dove per guardia de le mura","per custodire le sue mura, i loro disegni chiari"
trad_divina_commedia_inferno_3_18.csv,"pi  e pi  fossi cingon li castelli,","e governato da un progetto significativo,"
trad_divina_commedia_inferno_3_18.csv,"la parte dove son rende figura,",in un tale modello erano questi fossi sagomati.
trad_divina_commedia_inferno_3_18.csv,tale imagine quivi facean quelli ,"E, proprio come i ponti stretti problema dai cancelli"
trad_divina_commedia_inferno_3_18.csv,e come a tai fortezze da  lor sogli,"di fortezze per raggiungere la riva pi  lontana,"
trad_divina_commedia_inferno_3_18.csv,"a la ripa di fuor son ponticelli,",cos  creste allungate dalla scarpata
trad_divina_commedia_inferno_3_18.csv,cos  da imo de la roccia scogli,gi  attraverso le banche e fossati
trad_divina_commedia_inferno_3_18.csv,movien che ricidien li argini e   fossi,nella fossa alla quale finiscono e si uniscono.
trad_divina_commedia_inferno_3_18.csv,infino al pozzo che i tronca e raccogli.,"Uscito dalla schiena di Geryon, questo era il posto"
trad_divina_commedia_inferno_3_18.csv,"In questo luogo, de la schiena scossi",in cui ci siamo trovati. Il poeta teneva
trad_divina_commedia_inferno_3_18.csv,"di Ger on, trovammoci  e  l poeta",a sinistra e mi sono messo dietro di lui.
trad_divina_commedia_inferno_3_18.csv,"tenne a sinistra, e io dietro mi mossi.","Alla nostra destra ho visto una sofferenza nuova per me,"
trad_divina_commedia_inferno_3_18.csv,"A la man destra vidi nova pieta,","nuovi tormenti e nuovi flagellatori,"
trad_divina_commedia_inferno_3_18.csv,"novo tormento e novi frustatori,",con cui fu riempito il primo fosso.
trad_divina_commedia_inferno_3_18.csv,di che la prima bolgia era repleta.,"I peccatori nella sua profondit  erano nudi,"
trad_divina_commedia_inferno_3_18.csv,Nel fondo erano ignudi i peccatori ,"quelli dalla nostra parte del centro che vengono verso di noi,"
trad_divina_commedia_inferno_3_18.csv,"dal mezzo in qua ci venien verso  l volto,","gli altri si muovono con noi, ma con passi pi  lunghi,"
trad_divina_commedia_inferno_3_18.csv,"di l  con noi, ma con passi maggiori,","proprio come, perch  le folle erano vaste l anno"
trad_divina_commedia_inferno_3_18.csv,"come i Roman per l essercito molto,","di Giubileo, i Romani dovettero trovare un modo"
trad_divina_commedia_inferno_3_18.csv,"l anno del giubileo, su per lo ponte","per far passare la gente attraverso il ponte,"
trad_divina_commedia_inferno_3_18.csv,"hanno a passar la gente modo colto,","perch  tutti coloro che sono da un lato si affacciano sul castello,"
trad_divina_commedia_inferno_3_18.csv,che da l un lato tutti hanno la fronte,"dirigendosi verso San Pietro,"
trad_divina_commedia_inferno_3_18.csv,"verso  l castello e vanno a Santo Pietro,","quelli, dall altro, che si dirigono verso il monte."
trad_divina_commedia_inferno_3_18.csv,da l altra sponda vanno verso  l monte.,Qui e l  sulla roccia oscura sopra di loro
trad_divina_commedia_inferno_3_18.csv,"Di qua, di l , su per lo sasso tetro",Guardavo i demoni cornuti armati di pesanti flagelli
trad_divina_commedia_inferno_3_18.csv,"vidi demon cornuti con gran ferze,",li spingeva crudelmente da dietro.
